STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region Tderi_grad_Inexato_50,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000136,
call count,50,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,793284
CPU_CLK_UNHALTED_CORE,FIXC1,902425
CPU_CLK_UNHALTED_REF,FIXC2,811530
L2_TRANS_ALL_REQUESTS,PMC0,65634
L2_RQSTS_MISS,PMC1,16614
TABLE,Region Tderi_grad_Inexato_50,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0001,
Runtime unhalted [s],0.0003,
Clock [MHz],3789.7328,
CPI,1.1376,
L2 request rate,0.0827,
L2 miss rate,0.0209,
L2 miss ratio,0.2531,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region Tderi_hes_Inexato_50,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.006587,
call count,50,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,30559120
CPU_CLK_UNHALTED_CORE,FIXC1,25339520
CPU_CLK_UNHALTED_REF,FIXC2,22777080
L2_TRANS_ALL_REQUESTS,PMC0,132851
L2_RQSTS_MISS,PMC1,34850
TABLE,Region Tderi_hes_Inexato_50,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0066,
Runtime unhalted [s],0.0074,
Clock [MHz],3791.4243,
CPI,0.8292,
L2 request rate,0.0043,
L2 miss rate,0.0011,
L2 miss ratio,0.2623,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region T_Sist_Lin_Inexato_50,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.000253,
call count,50,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,1221977
CPU_CLK_UNHALTED_CORE,FIXC1,1312319
CPU_CLK_UNHALTED_REF,FIXC2,1179594
L2_TRANS_ALL_REQUESTS,PMC0,138493
L2_RQSTS_MISS,PMC1,35855
TABLE,Region T_Sist_Lin_Inexato_50,Group 1 Metric,L2CACHE,7
Metric,Core 3,
Runtime (RDTSC) [s],0.0003,
Runtime unhalted [s],0.0004,
Clock [MHz],3791.4813,
CPI,1.0739,
L2 request rate,0.1133,
L2 miss rate,0.0293,
L2 miss ratio,0.2589,
STRUCT,Info,3
CPU name:,Intel(R) Core(TM) i5-7500 CPU @ 3.40GHz,
CPU type:,Intel Coffeelake processor,
CPU clock:,3.408019378 GHz,
TABLE,Region T_Newton_Padrao_64,Group 1 Raw,L2CACHE,5
Region Info,Core 3,
RDTSC Runtime [s],0.039248,
call count,1,
Event,Counter,Core 3
INSTR_RETIRED_ANY,FIXC0,66519580
CPU_CLK_UNHALTED_CORE,FIXC1,48696060
